Age,Height_cm,Weight_kg,BMI,Activity_Level,Sleep_Hours,Water_Intake_ml,Healthy_Food_Count,Junk_Food_Count,Target_Health_Score,Target_Status
60,153,78.6,33.6,Moderate,6,2263,3,0,74,Good
57,172,81.4,27.5,Sitting,5,3109,0,3,52,Moderate Risk
63,195,120.4,31.7,Light,7,3717,0,0,80,Optimal
62,155,93.6,39.0,Heavy,6,3993,3,1,76,Good
25,165,79.8,29.3,Sitting,6,4235,0,1,64,Good
53,175,98.8,32.3,Sitting,9,3871,1,1,67,Good
36,187,111.0,31.7,Light,8,1582,2,2,64,Good
61,174,88.6,29.3,Moderate,4,2422,3,1,65,Good
48,175,88.6,28.9,Light,7,4395,5,0,95,Optimal
44,161,63.4,24.5,Heavy,6,1015,1,3,77,Good
24,148,73.4,33.5,Moderate,8,3842,5,0,93,Optimal
51,165,71.1,26.1,Heavy,7,3988,5,3,94,Optimal
33,160,54.1,21.1,Moderate,4,1221,2,2,69,Good
22,190,97.8,27.1,Sitting,5,1606,5,1,62,Good
58,152,68.1,29.5,Moderate,5,3435,4,1,82,Optimal
51,175,108.3,35.4,Heavy,7,3262,2,3,74,Good
48,195,98.3,25.9,Heavy,5,3950,3,2,85,Optimal
32,153,37.5,16.0,Light,4,1981,3,0,67,Good
56,161,63.2,24.4,Heavy,8,4426,4,3,98,Optimal
45,153,90.8,38.8,Moderate,9,3827,5,2,75,Good
56,181,64.8,19.8,Light,8,3196,3,3,86,Optimal
61,180,68.4,21.1,Heavy,4,1642,2,0,84,Optimal
49,172,79.8,27.0,Light,4,1524,4,3,56,Moderate Risk
37,151,73.8,32.4,Heavy,6,3298,3,1,85,Optimal
55,148,54.8,25.0,Moderate,9,2565,0,1,95,Optimal
65,163,43.5,16.4,Light,4,4014,3,3,63,Good
33,148,79.5,36.3,Moderate,4,3155,1,3,51,Moderate Risk
36,192,124.5,33.8,Sitting,8,1655,2,3,46,Moderate Risk
37,190,82.4,22.8,Sitting,8,2333,4,0,83,Optimal
34,146,83.4,39.1,Light,8,3084,4,0,77,Good
61,196,112.9,29.4,Heavy,5,2136,4,3,67,Good
42,140,34.2,17.4,Sitting,5,3507,0,0,68,Good
29,191,129.5,35.5,Light,6,3827,5,0,80,Optimal
51,144,38.8,18.7,Sitting,6,2646,0,0,80,Optimal
65,173,89.6,29.9,Light,4,3072,0,1,63,Good
46,177,77.2,24.6,Moderate,4,3639,4,2,83,Optimal
19,158,92.6,37.1,Sitting,6,2553,3,1,58,Moderate Risk
29,148,79.7,36.4,Heavy,5,3334,4,3,66,Good
39,156,47.4,19.5,Heavy,9,4369,3,2,100,Optimal
43,194,118.1,31.4,Sitting,7,2143,0,0,61,Good
52,175,69.2,22.6,Light,8,1234,1,1,82,Optimal
26,193,104.8,28.1,Moderate,7,4251,1,2,83,Optimal
37,147,57.0,26.4,Heavy,8,2040,0,2,78,Good
43,160,83.0,32.4,Moderate,5,2192,2,2,58,Moderate Risk
50,141,77.6,39.0,Heavy,9,2646,4,3,72,Good
46,178,103.4,32.6,Light,8,2256,4,0,77,Good
18,156,62.2,25.6,Light,4,3422,3,1,76,Good
63,190,127.5,35.3,Light,9,2924,4,1,78,Good
44,140,70.7,36.1,Moderate,5,2298,3,1,60,Good
48,172,102.6,34.7,Light,4,1437,4,2,49,Moderate Risk
30,196,132.2,34.4,Sitting,8,3918,4,2,64,Good
38,149,40.3,18.2,Moderate,4,2605,3,0,85,Optimal
34,146,44.0,20.6,Moderate,7,2919,2,0,100,Optimal
27,181,77.4,23.6,Heavy,9,1180,3,1,96,Optimal
49,191,110.0,30.2,Heavy,7,4459,5,2,93,Optimal
35,158,80.2,32.1,Moderate,9,3433,0,0,85,Optimal
40,167,77.1,27.6,Light,8,2484,2,1,76,Good
65,189,87.8,24.6,Sitting,7,2035,5,1,80,Optimal
49,185,117.3,34.3,Sitting,6,1462,2,2,46,Moderate Risk
53,199,104.7,26.4,Moderate,7,1632,2,1,82,Optimal
46,187,68.1,19.5,Heavy,6,1717,2,3,79,Good
24,199,106.5,26.9,Moderate,5,3507,3,0,89,Optimal
63,173,54.9,18.3,Moderate,4,2886,4,0,87,Optimal
33,197,87.0,22.4,Moderate,7,1801,1,3,77,Good
65,193,106.1,28.5,Sitting,5,3017,5,2,65,Good
26,140,45.3,23.1,Sitting,8,3376,2,1,84,Optimal
20,148,59.5,27.2,Light,7,4318,0,1,82,Optimal
40,167,94.5,33.9,Sitting,8,1067,0,0,57,Moderate Risk
21,167,69.1,24.8,Light,4,3938,0,3,65,Good
60,154,51.9,21.9,Heavy,6,4433,2,0,100,Optimal
51,152,90.7,39.3,Moderate,6,1323,0,1,54,Moderate Risk
46,179,118.4,37.0,Heavy,9,1546,5,3,68,Good
39,156,56.5,23.2,Moderate,7,1255,0,0,90,Optimal
26,187,76.8,22.0,Heavy,6,2276,2,2,84,Optimal
54,194,83.4,22.2,Moderate,4,1507,1,2,67,Good
35,174,54.4,18.0,Sitting,5,3610,5,2,69,Good
52,198,119.0,30.4,Moderate,4,1382,2,0,66,Good
41,169,70.5,24.7,Light,9,3661,3,0,100,Optimal
35,171,58.0,19.8,Moderate,6,2417,5,0,95,Optimal
42,150,33.5,14.9,Moderate,7,1866,0,2,69,Good
24,166,68.2,24.7,Light,9,1515,1,2,77,Good
23,188,71.9,20.3,Heavy,7,2236,5,1,100,Optimal
55,193,103.0,27.7,Moderate,4,1373,4,3,59,Moderate Risk
26,141,55.4,27.9,Moderate,4,1271,5,0,76,Good
62,187,101.7,29.1,Sitting,5,2175,2,1,53,Moderate Risk
19,141,52.2,26.3,Sitting,8,3085,4,1,82,Optimal
24,165,95.3,35.0,Sitting,9,2693,5,1,70,Good
46,163,74.7,28.1,Moderate,9,3668,0,3,76,Good
34,189,82.7,23.2,Heavy,7,2015,3,3,86,Optimal
45,178,60.3,19.0,Moderate,5,3794,4,0,98,Optimal
56,176,64.5,20.8,Light,9,3183,0,3,80,Optimal
44,153,83.7,35.8,Light,9,4264,2,0,78,Good
57,164,53.0,19.7,Moderate,7,3581,1,0,100,Optimal
58,158,38.5,15.4,Light,5,2061,5,1,70,Good
29,175,108.6,35.5,Sitting,6,1132,0,3,35,High Risk
19,168,104.3,37.0,Sitting,4,2106,0,1,32,High Risk
41,162,80.8,30.8,Moderate,4,3104,0,2,62,Good
61,181,90.7,27.7,Light,4,1018,4,0,69,Good
64,180,110.2,34.0,Heavy,4,4144,1,2,64,Good
49,165,56.6,20.8,Light,8,2039,1,2,77,Good
59,155,53.3,22.2,Sitting,9,3759,1,1,82,Optimal
65,149,84.7,38.2,Light,5,3385,1,2,53,Moderate Risk
53,146,64.7,30.4,Sitting,4,3269,2,2,51,Moderate Risk
33,144,41.2,19.9,Moderate,5,2511,0,1,85,Optimal
49,180,71.1,21.9,Moderate,6,2273,4,3,78,Good
48,175,97.9,32.0,Sitting,7,2964,3,1,71,Good
18,184,96.5,28.5,Moderate,6,3399,1,2,77,Good
38,197,134.7,34.7,Light,4,1839,1,1,48,Moderate Risk
53,166,79.7,28.9,Sitting,8,3678,4,2,73,Good
48,178,98.5,31.1,Sitting,9,3692,0,1,66,Good
53,188,119.4,33.8,Sitting,9,2140,0,3,42,Moderate Risk
48,162,51.3,19.5,Heavy,6,1590,4,0,98,Optimal
58,161,80.0,30.9,Heavy,9,3486,2,2,86,Optimal
41,178,88.0,27.8,Sitting,7,4006,3,3,67,Good
65,151,68.8,30.2,Moderate,9,3341,5,0,98,Optimal
58,160,40.2,15.7,Moderate,7,2524,4,2,89,Optimal
23,187,76.1,21.8,Light,6,2778,1,1,87,Optimal
35,195,101.5,26.7,Heavy,6,1941,0,0,83,Optimal
46,190,74.2,20.6,Light,5,3964,4,2,83,Optimal
28,195,86.1,22.6,Heavy,8,3088,0,2,95,Optimal
23,145,60.6,28.8,Heavy,5,4383,2,2,79,Good
57,163,54.7,20.6,Moderate,5,1298,2,0,84,Optimal
42,147,65.3,30.2,Sitting,4,2506,1,3,45,Moderate Risk
57,144,29.7,14.3,Moderate,6,2609,4,2,81,Optimal
41,150,76.4,34.0,Heavy,6,3061,1,3,69,Good
34,141,73.8,37.1,Sitting,4,4141,5,0,57,Moderate Risk
57,157,38.9,15.8,Moderate,6,1510,5,3,71,Good
36,155,46.0,19.1,Sitting,9,2858,0,3,70,Good
57,175,79.8,26.1,Moderate,5,1345,1,0,76,Good
33,166,87.7,31.8,Moderate,8,3371,3,3,76,Good
33,170,53.9,18.7,Sitting,6,3506,3,1,81,Optimal
52,141,64.3,32.3,Moderate,9,3031,1,2,77,Good
51,172,65.8,22.2,Moderate,8,1652,3,0,96,Optimal
47,166,46.4,16.8,Heavy,9,4450,5,2,97,Optimal
24,200,109.4,27.4,Moderate,4,1722,1,0,69,Good
19,199,89.7,22.7,Moderate,5,1644,2,3,69,Good
49,189,80.7,22.6,Heavy,8,4448,3,0,100,Optimal
35,179,112.3,35.0,Light,9,3870,2,0,80,Optimal
42,143,37.7,18.4,Light,6,3173,3,3,76,Good
46,174,113.0,37.3,Heavy,8,1592,3,1,73,Good
57,154,61.1,25.8,Heavy,6,4186,3,3,85,Optimal
51,141,22.5,11.3,Moderate,6,1330,4,2,67,Good
42,189,90.4,25.3,Heavy,8,4329,2,1,99,Optimal
30,183,99.6,29.7,Light,4,4195,4,2,66,Good
54,180,64.1,19.8,Light,8,1791,0,3,70,Good
33,154,89.9,37.9,Moderate,8,2326,2,3,55,Moderate Risk
30,141,68.7,34.6,Heavy,4,2397,2,1,60,Good
21,151,56.5,24.8,Light,5,3017,4,3,78,Good
40,173,60.2,20.1,Moderate,4,2765,4,2,83,Optimal
20,147,62.7,29.0,Moderate,7,2125,4,0,88,Optimal
25,156,60.5,24.9,Sitting,7,1837,2,1,74,Good
56,197,129.7,33.4,Heavy,5,2270,2,0,72,Good
33,170,81.4,28.2,Sitting,5,1107,4,1,59,Moderate Risk
24,166,46.2,16.8,Heavy,5,4495,4,0,95,Optimal
54,165,63.3,23.3,Light,6,1360,3,2,76,Good
49,140,64.1,32.7,Heavy,8,1639,3,3,70,Good
37,161,54.6,21.1,Moderate,4,1747,3,0,81,Optimal
55,143,76.2,37.3,Moderate,9,3881,2,3,66,Good
59,144,63.6,30.7,Moderate,9,2470,2,2,71,Good
34,155,84.1,35.0,Sitting,9,4274,0,1,60,Good
58,177,73.3,23.4,Moderate,4,3066,2,3,74,Good
56,147,64.7,29.9,Light,9,3170,3,1,84,Optimal
51,169,60.8,21.3,Sitting,4,3398,4,2,68,Good
52,143,69.9,34.2,Sitting,8,1453,3,2,53,Moderate Risk
23,190,81.2,22.5,Moderate,6,2334,0,0,85,Optimal
64,196,84.6,22.0,Light,9,3891,1,1,92,Optimal
34,184,116.7,34.5,Moderate,7,1959,2,3,60,Good
34,147,52.8,24.4,Sitting,8,1490,1,1,72,Good
57,168,96.6,34.2,Light,5,1597,1,3,44,Moderate Risk
40,195,96.0,25.2,Light,5,2899,1,1,77,Good
22,193,121.2,32.5,Heavy,6,3534,0,2,74,Good
19,187,79.3,22.7,Sitting,8,1738,2,0,79,Good
36,179,84.5,26.4,Heavy,8,4037,0,0,98,Optimal
36,163,86.2,32.4,Moderate,8,3763,4,0,92,Optimal
22,196,124.2,32.3,Moderate,9,1934,5,0,85,Optimal
35,155,61.0,25.4,Sitting,9,3310,1,1,77,Good
40,189,120.6,33.8,Sitting,5,3922,4,0,65,Good
20,164,68.3,25.4,Light,6,3810,5,1,90,Optimal
23,149,66.4,29.9,Light,7,2126,2,3,62,Good
43,198,121.6,31.0,Moderate,4,2886,4,3,64,Good
56,173,92.0,30.7,Moderate,4,4362,3,2,68,Good
30,190,118.6,32.9,Heavy,8,1119,0,0,79,Good
18,157,93.6,38.0,Light,9,3450,0,1,66,Good
56,174,73.5,24.3,Heavy,7,2817,3,3,96,Optimal
26,181,92.2,28.1,Light,8,2994,4,2,84,Optimal
18,159,85.5,33.8,Moderate,5,4068,1,1,69,Good
65,200,89.2,22.3,Light,6,1874,4,2,78,Good
60,179,104.4,32.6,Heavy,6,3099,0,2,74,Good
49,140,43.2,22.0,Heavy,9,3523,5,1,100,Optimal
64,144,81.5,39.3,Moderate,5,3316,3,1,65,Good
21,145,46.8,22.3,Heavy,4,4427,1,2,82,Optimal
18,151,90.1,39.5,Heavy,6,1747,0,3,49,Moderate Risk
43,188,74.5,21.1,Moderate,8,1984,5,0,100,Optimal
43,192,86.1,23.4,Light,7,4124,5,1,100,Optimal
60,169,72.1,25.2,Light,7,2684,1,0,92,Optimal
61,182,69.9,21.1,Sitting,8,1124,2,2,69,Good
60,140,72.7,37.1,Moderate,7,2096,1,1,64,Good
54,196,108.8,28.3,Heavy,6,2009,5,2,81,Optimal
50,171,61.5,21.0,Moderate,4,4476,4,2,83,Optimal
60,170,107.6,37.2,Moderate,6,2738,2,0,76,Good
57,172,79.6,26.9,Moderate,9,2024,3,2,79,Good
24,166,98.7,35.8,Heavy,9,3776,4,0,92,Optimal
48,186,98.6,28.5,Heavy,7,2676,2,2,89,Optimal
59,147,69.1,32.0,Light,7,1794,3,3,61,Good
64,182,75.8,22.9,Sitting,4,3929,4,1,73,Good
44,195,130.1,34.2,Moderate,5,2027,0,3,47,Moderate Risk
50,179,110.0,34.3,Sitting,6,2727,3,2,58,Moderate Risk
65,150,65.9,29.3,Heavy,9,4200,3,2,90,Optimal
63,163,84.6,31.8,Sitting,8,1986,2,3,49,Moderate Risk
58,187,95.2,27.2,Light,7,2509,1,1,84,Optimal
43,174,60.4,19.9,Light,7,1263,3,2,81,Optimal
23,166,60.5,22.0,Heavy,5,2682,1,1,92,Optimal
51,146,70.6,33.1,Moderate,8,3939,1,2,75,Good
53,142,63.1,31.3,Light,5,1592,4,2,59,Moderate Risk
25,167,98.4,35.3,Light,8,2879,5,3,70,Good
54,194,83.0,22.1,Moderate,7,2809,3,3,91,Optimal
51,198,124.4,31.7,Moderate,7,1278,1,1,72,Good
59,166,98.6,35.8,Light,7,1328,1,3,51,Moderate Risk
52,188,117.2,33.2,Heavy,4,3531,5,3,68,Good
61,178,67.7,21.4,Sitting,5,1063,1,2,57,Moderate Risk
34,140,51.4,26.2,Light,4,3743,0,2,64,Good
52,192,119.3,32.4,Light,9,2098,2,0,73,Good
51,192,76.7,20.8,Light,6,4368,2,1,89,Optimal
18,140,36.2,18.5,Sitting,7,1662,2,3,64,Good
40,174,112.0,37.0,Heavy,6,2088,0,1,62,Good
34,191,85.0,23.3,Moderate,8,2369,1,2,82,Optimal
64,196,121.0,31.5,Moderate,6,2925,4,3,74,Good
46,186,122.8,35.5,Heavy,8,1200,3,0,81,Optimal
31,186,116.5,33.7,Moderate,8,1865,3,2,68,Good
35,186,121.9,35.2,Light,9,2625,0,0,75,Good
35,183,119.7,35.7,Light,5,4072,1,3,51,Moderate Risk
44,190,128.0,35.5,Light,4,2991,0,1,55,Moderate Risk
55,146,37.8,17.7,Sitting,6,2276,0,2,54,Moderate Risk
20,186,100.5,29.0,Moderate,6,2392,0,2,64,Good
63,158,86.8,34.8,Heavy,7,1123,5,1,81,Optimal
60,196,132.5,34.5,Moderate,5,3418,4,3,64,Good
27,180,81.5,25.2,Heavy,7,4347,3,2,96,Optimal
22,169,85.0,29.8,Heavy,4,3778,0,0,78,Good
18,179,92.5,28.9,Sitting,9,3544,4,1,78,Good
50,170,103.2,35.7,Heavy,5,4028,4,2,72,Good
23,151,37.9,16.6,Light,7,3511,1,1,84,Optimal
27,169,58.8,20.6,Moderate,7,2205,0,2,80,Optimal
20,145,33.9,16.1,Heavy,8,3515,2,1,95,Optimal
34,199,91.4,23.1,Light,6,2810,1,0,92,Optimal
29,185,82.1,24.0,Heavy,8,1366,5,2,95,Optimal
60,164,57.6,21.4,Light,7,3653,0,1,90,Optimal
19,140,64.9,33.1,Heavy,9,3545,4,3,81,Optimal
27,181,115.0,35.1,Heavy,6,2214,2,1,69,Good
34,194,119.8,31.8,Light,8,4400,3,1,81,Optimal
47,196,127.2,33.1,Sitting,6,1255,3,3,44,Moderate Risk
49,178,76.7,24.2,Heavy,6,3082,5,2,100,Optimal
27,157,73.4,29.8,Moderate,6,2528,3,3,74,Good
30,175,109.9,35.9,Moderate,6,3361,5,2,74,Good
51,181,105.0,32.1,Heavy,6,3585,3,3,76,Good
38,184,94.2,27.8,Moderate,5,3306,0,3,66,Good
56,189,79.0,22.1,Moderate,5,1728,4,3,73,Good
46,180,107.6,33.2,Sitting,8,1602,2,1,57,Moderate Risk
47,192,129.5,35.1,Sitting,5,2742,5,0,65,Good
45,178,113.7,35.9,Light,8,3182,2,2,68,Good
42,199,125.3,31.6,Sitting,8,2244,1,0,63,Good
59,152,62.2,26.9,Light,6,4419,0,1,78,Good
18,170,84.0,29.1,Heavy,8,3687,3,3,85,Optimal
28,189,83.5,23.4,Heavy,4,1734,5,0,90,Optimal
25,191,93.6,25.7,Sitting,4,2418,1,1,51,Moderate Risk
44,200,94.6,23.6,Sitting,4,4292,2,3,59,Moderate Risk
38,166,102.4,37.2,Sitting,6,3394,0,2,47,Moderate Risk
53,195,110.6,29.1,Heavy,8,2605,3,0,100,Optimal
48,199,129.4,32.7,Moderate,9,3092,4,3,77,Good
63,146,77.8,36.5,Light,5,2378,3,3,44,Moderate Risk
50,164,84.6,31.5,Sitting,4,1403,1,0,48,Moderate Risk
27,196,100.3,26.1,Moderate,8,3344,1,3,81,Optimal
22,166,67.0,24.3,Heavy,8,4266,4,0,100,Optimal
23,141,47.8,24.0,Heavy,4,1323,1,0,82,Optimal
35,145,78.3,37.2,Moderate,9,2442,1,0,69,Good
33,174,77.0,25.4,Heavy,4,4058,3,1,86,Optimal
41,174,57.1,18.9,Heavy,4,3642,4,3,83,Optimal
50,189,95.3,26.7,Moderate,9,2853,3,0,99,Optimal
19,195,103.4,27.2,Sitting,4,3292,0,0,62,Good
47,157,80.6,32.7,Light,6,3414,0,2,64,Good
37,169,71.8,25.1,Sitting,4,1728,3,2,51,Moderate Risk
40,152,63.5,27.5,Moderate,9,2326,1,2,74,Good
38,166,59.5,21.6,Heavy,8,1612,4,0,100,Optimal
38,154,53.3,22.5,Sitting,4,3982,3,2,66,Good
62,165,63.7,23.4,Sitting,7,2110,1,2,67,Good
21,141,49.4,24.8,Heavy,4,1096,3,1,81,Optimal
22,182,114.5,34.6,Moderate,8,4062,3,0,87,Optimal
53,143,47.4,23.2,Light,8,1449,3,0,91,Optimal
63,200,83.4,20.9,Moderate,4,1436,1,3,62,Good
29,156,82.1,33.7,Sitting,4,2804,4,2,50,Moderate Risk
46,185,118.9,34.7,Sitting,9,4423,1,2,58,Moderate Risk
31,187,109.0,31.2,Heavy,6,2986,2,1,85,Optimal
32,191,91.0,24.9,Moderate,7,1380,4,2,88,Optimal
62,186,117.7,34.0,Heavy,6,3875,2,1,81,Optimal
60,191,92.6,25.4,Sitting,6,2003,0,1,60,Good
60,140,32.7,16.7,Heavy,4,1134,5,1,77,Good
21,159,85.9,34.0,Sitting,9,1528,2,2,51,Moderate Risk
48,181,115.4,35.2,Heavy,4,4499,1,2,62,Good
30,172,89.5,30.3,Sitting,8,2685,4,3,66,Good
37,187,70.3,20.1,Light,4,3821,4,2,78,Good
24,188,123.4,34.9,Light,7,1127,5,1,71,Good
29,141,23.2,11.7,Heavy,5,1946,4,0,78,Good
55,181,113.3,34.6,Light,9,2036,3,1,67,Good
26,151,75.1,32.9,Sitting,9,4300,3,2,65,Good
29,176,102.4,33.1,Heavy,4,2635,1,3,60,Good
63,156,75.1,30.9,Sitting,5,3457,1,3,49,Moderate Risk
57,155,68.2,28.4,Heavy,6,2413,4,3,73,Good
28,177,68.4,21.8,Moderate,4,2057,1,1,72,Good
20,181,81.9,25.0,Heavy,7,3776,0,2,95,Optimal
27,145,47.5,22.6,Light,6,3303,2,3,79,Good
56,180,107.7,33.2,Moderate,5,2443,4,0,71,Good
60,158,63.9,25.6,Sitting,6,2215,3,1,66,Good
61,195,97.4,25.6,Heavy,5,4168,5,0,100,Optimal
59,154,76.9,32.4,Light,6,1529,1,0,66,Good
39,198,109.5,27.9,Heavy,9,3672,5,2,96,Optimal
44,160,40.6,15.9,Moderate,9,4008,2,2,85,Optimal
52,142,31.6,15.7,Heavy,5,2993,5,2,86,Optimal
45,199,135.8,34.3,Sitting,7,4314,3,1,68,Good
52,177,77.7,24.8,Heavy,6,3072,1,2,92,Optimal
57,157,66.7,27.1,Light,6,2442,3,2,68,Good
18,144,42.2,20.4,Moderate,7,3265,4,2,98,Optimal
58,198,132.2,33.7,Sitting,7,2051,2,1,56,Moderate Risk
55,181,93.8,28.6,Moderate,4,2926,3,3,66,Good
65,185,107.1,31.3,Light,8,4286,1,3,68,Good
35,179,116.4,36.3,Sitting,5,1946,1,2,36,High Risk
50,169,68.8,24.1,Moderate,5,3933,5,3,85,Optimal
49,171,81.9,28.0,Sitting,9,1851,0,0,66,Good
59,184,89.3,26.4,Sitting,6,3881,3,2,69,Good
39,146,36.3,17.0,Light,7,2859,3,2,84,Optimal
24,163,64.7,24.4,Sitting,9,3795,3,0,91,Optimal
25,163,48.8,18.4,Sitting,8,3708,0,3,65,Good
40,192,105.8,28.7,Moderate,6,4385,2,1,84,Optimal
31,144,60.3,29.1,Sitting,4,1431,3,0,55,Moderate Risk
44,172,107.8,36.4,Moderate,8,2254,3,2,64,Good
42,150,42.4,18.8,Moderate,8,4138,5,2,100,Optimal
47,181,75.7,23.1,Sitting,9,1914,4,2,73,Good
55,156,95.2,39.1,Heavy,6,1724,2,0,68,Good
36,165,63.0,23.1,Light,4,2967,5,3,75,Good
55,159,67.0,26.5,Moderate,8,2436,2,0,87,Optimal
52,155,45.6,19.0,Moderate,6,1354,4,0,93,Optimal
29,142,64.2,31.8,Heavy,4,4201,5,2,75,Good
31,159,81.3,32.2,Moderate,7,3975,2,0,89,Optimal
57,197,88.1,22.7,Light,9,3184,0,2,85,Optimal
37,148,35.3,16.1,Heavy,8,4342,4,3,89,Optimal
38,198,122.4,31.2,Light,9,3397,0,0,81,Optimal
60,141,57.1,28.7,Moderate,7,1191,3,3,71,Good
33,174,89.0,29.4,Moderate,4,1266,5,2,64,Good
38,165,98.2,36.1,Heavy,9,3725,2,3,73,Good
21,166,72.6,26.3,Heavy,5,2632,5,2,89,Optimal
51,156,37.2,15.3,Light,7,4483,0,3,70,Good
27,168,78.5,27.8,Light,4,3297,2,0,75,Good
56,179,85.2,26.6,Heavy,4,3259,3,1,84,Optimal
39,159,72.8,28.8,Moderate,6,3800,2,2,79,Good
30,192,127.9,34.7,Light,7,3731,4,1,79,Good
59,180,94.1,29.0,Moderate,7,2156,1,2,72,Good
42,147,82.6,38.2,Light,9,4088,4,0,79,Good
26,194,103.2,27.4,Sitting,8,2561,0,0,77,Good
53,167,65.2,23.4,Heavy,7,4016,5,3,100,Optimal
21,185,108.2,31.6,Heavy,6,3826,4,0,94,Optimal
52,177,113.5,36.2,Heavy,8,1420,0,3,59,Moderate Risk
64,163,81.9,30.8,Light,6,2932,1,1,74,Good
21,193,125.1,33.6,Sitting,5,2901,5,2,58,Moderate Risk
62,195,107.9,28.4,Light,8,4353,4,2,83,Optimal
56,171,91.4,31.3,Light,8,2561,5,3,76,Good
39,160,91.0,35.5,Light,5,4076,3,2,61,Good
18,186,86.5,25.0,Light,6,2985,4,2,88,Optimal
45,172,78.0,26.4,Heavy,4,1567,4,3,66,Good
64,165,79.4,29.2,Light,4,3660,4,1,72,Good
60,172,98.7,33.4,Moderate,8,2731,0,2,73,Good
23,159,61.6,24.4,Moderate,6,4124,2,0,99,Optimal
47,167,65.7,23.6,Light,4,3768,2,0,84,Optimal
39,172,98.4,33.3,Light,6,1338,5,1,68,Good
60,145,59.0,28.1,Sitting,5,3555,2,1,65,Good
45,151,33.6,14.7,Moderate,8,1853,4,0,87,Optimal
36,176,56.2,18.1,Sitting,9,3661,2,3,68,Good
56,192,127.6,34.6,Heavy,7,3387,3,2,82,Optimal
52,149,69.2,31.2,Heavy,6,3490,5,1,91,Optimal
60,141,46.4,23.3,Sitting,8,2331,5,3,70,Good
48,140,65.4,33.4,Moderate,9,4179,0,0,83,Optimal
27,157,69.2,28.1,Moderate,4,1260,1,1,63,Good
31,172,52.1,17.6,Moderate,7,1332,2,1,82,Optimal
53,144,26.1,12.6,Moderate,8,2466,3,1,77,Good
58,175,97.8,31.9,Heavy,8,2894,3,0,96,Optimal
49,153,87.5,37.4,Light,8,3938,2,3,61,Good
19,140,49.8,25.4,Moderate,7,3086,0,3,80,Optimal
24,188,96.0,27.2,Light,7,3470,1,0,89,Optimal
43,188,93.5,26.5,Light,6,3958,5,1,88,Optimal
28,188,79.5,22.5,Heavy,8,1227,4,3,88,Optimal
21,185,89.6,26.2,Heavy,7,2053,5,1,94,Optimal
25,198,78.7,20.1,Light,6,4341,2,1,89,Optimal
41,141,60.1,30.2,Heavy,5,1365,4,0,81,Optimal
40,166,71.1,25.8,Moderate,5,4467,3,3,75,Good
65,154,59.3,25.0,Heavy,9,4414,2,0,100,Optimal
20,164,96.3,35.8,Moderate,6,1118,1,3,51,Moderate Risk
20,184,100.1,29.6,Moderate,7,4389,1,1,86,Optimal
32,189,80.9,22.6,Heavy,5,3371,1,1,92,Optimal
63,188,109.5,31.0,Heavy,8,2892,1,0,94,Optimal
41,151,64.0,28.1,Sitting,7,2463,2,1,65,Good
30,154,62.0,26.1,Sitting,6,1133,3,3,55,Moderate Risk
42,157,52.2,21.2,Heavy,8,1627,4,0,100,Optimal
29,166,68.2,24.7,Moderate,9,1720,2,1,89,Optimal
36,153,50.5,21.6,Moderate,9,2132,3,2,86,Optimal
61,188,74.4,21.1,Light,6,1938,1,1,77,Good
49,146,36.8,17.3,Moderate,4,2602,3,0,84,Optimal
53,193,120.9,32.5,Moderate,4,1536,0,2,49,Moderate Risk
28,169,64.5,22.6,Heavy,6,3643,3,3,91,Optimal
51,151,32.4,14.2,Heavy,8,3698,4,2,91,Optimal
64,182,63.0,19.0,Moderate,7,4055,1,2,92,Optimal
59,169,66.9,23.4,Moderate,8,2810,3,0,100,Optimal
44,191,76.8,21.1,Light,9,1480,2,3,74,Good
22,161,86.8,33.5,Heavy,5,3648,2,3,67,Good
52,175,103.5,33.8,Heavy,4,1228,4,1,65,Good
38,165,77.8,28.6,Sitting,7,3176,1,3,62,Good
64,168,55.8,19.8,Heavy,8,3172,4,1,100,Optimal
24,185,108.5,31.7,Sitting,8,2489,5,0,70,Good
21,172,93.0,31.4,Heavy,7,3322,4,2,89,Optimal
19,180,85.5,26.4,Moderate,7,4060,1,0,95,Optimal
59,171,69.6,23.8,Moderate,4,2527,5,1,90,Optimal
31,146,54.7,25.7,Moderate,7,2544,2,3,83,Optimal
54,154,39.9,16.8,Moderate,8,4463,1,2,84,Optimal
39,156,49.1,20.2,Moderate,4,2747,4,1,88,Optimal
49,141,47.7,24.0,Light,6,1390,2,3,69,Good
54,154,88.2,37.2,Moderate,8,4366,0,3,62,Good
27,178,69.8,22.0,Light,5,3456,4,0,93,Optimal
31,156,46.0,18.9,Moderate,7,2784,3,1,100,Optimal
42,172,58.2,19.7,Heavy,5,3543,0,0,95,Optimal
59,184,116.7,34.5,Moderate,7,3894,1,2,73,Good
31,165,58.9,21.6,Heavy,9,2621,3,0,100,Optimal
35,165,75.6,27.8,Moderate,4,1209,0,1,61,Good
56,175,108.2,35.3,Moderate,7,2688,3,3,71,Good
59,193,91.9,24.7,Light,7,3577,0,2,85,Optimal
26,187,71.8,20.5,Moderate,9,2121,3,1,91,Optimal
23,190,83.0,23.0,Light,4,3667,2,1,79,Good
58,165,62.0,22.8,Heavy,5,2488,4,3,78,Good
22,166,94.1,34.1,Moderate,4,2115,4,0,65,Good
34,196,82.7,21.5,Heavy,4,2102,3,1,81,Optimal
