Meal_Name,Calories,Tags
Noodles + Chicken/Meat + Leafy Greens Combo 1607,602,Noodles Chicken/Meat Vegetables
Quinoa + Fish + Mixed Salad + (Fried/Processed) Combo 1608,897,Quinoa Fish Vegetables Junk Food
Rice + Eggs Combo 1609,583,Rice Eggs
Noodles + Fish + Vegetables Combo 1610,651,Noodles Fish Vegetables
Rice + Fish + Mixed Salad Combo 1611,574,Rice Fish Vegetables
Rice Combo 1612,174,Rice
Noodles + Lentils Combo 1613,427,Noodles Lentils
Wheat/Roti + Fish + Leafy Greens + with Cheese/Cream Combo 1614,639,Wheat/Roti Fish Vegetables Dairy
Quinoa + Lentils Combo 1615,344,Quinoa Lentils
Pasta + Lentils + Leafy Greens Combo 1616,520,Pasta Lentils Vegetables
Wheat/Roti + Tofu + Leafy Greens + (Fried/Processed) Combo 1617,710,Wheat/Roti Tofu Vegetables Junk Food
Quinoa + Chicken/Meat Combo 1618,409,Quinoa Chicken/Meat
Pasta Combo 1619,203,Pasta
Wheat/Roti + Tofu Combo 1620,529,Wheat/Roti Tofu
Pasta + Eggs + Mixed Salad Combo 1621,622,Pasta Eggs Vegetables
Quinoa + Lentils + Mixed Salad Combo 1622,573,Quinoa Lentils Vegetables
Wheat/Roti + Tofu + Leafy Greens Combo 1623,675,Wheat/Roti Tofu Vegetables
Rice + Eggs Combo 1624,416,Rice Eggs
Rice + Lentils + Leafy Greens Combo 1625,574,Rice Lentils Vegetables
Pasta + Lentils Combo 1626,508,Pasta Lentils
Rice Combo 1627,259,Rice
Wheat/Roti + Eggs + Leafy Greens Combo 1628,386,Wheat/Roti Eggs Vegetables
Quinoa + Tofu + Root Veggies + with Cheese/Cream Combo 1629,465,Quinoa Tofu Vegetables Dairy
Noodles + Tofu + Vegetables Combo 1630,610,Noodles Tofu Vegetables Nuts
Quinoa + Chicken/Meat Combo 1631,426,Quinoa Chicken/Meat
Wheat/Roti + Tofu Combo 1632,269,Wheat/Roti Tofu
Quinoa + Fish + Vegetables Combo 1633,603,Quinoa Fish Vegetables Nuts
Pasta + Tofu Combo 1634,506,Pasta Tofu
Pasta + Lentils + Root Veggies + with Cheese/Cream Combo 1635,680,Pasta Lentils Vegetables Dairy
Pasta + Tofu + Vegetables + (Fried/Processed) Combo 1636,946,Pasta Tofu Vegetables Junk Food
Rice + Lentils + Root Veggies Combo 1637,602,Rice Lentils Vegetables Nuts
Wheat/Roti Combo 1638,250,Wheat/Roti
Rice + Chicken/Meat Combo 1639,344,Rice Chicken/Meat
Noodles Combo 1640,209,Noodles
Noodles + Lentils Combo 1641,476,Noodles Lentils
Quinoa + Chicken/Meat + Leafy Greens Combo 1642,513,Quinoa Chicken/Meat Vegetables
Noodles + Eggs + Root Veggies Combo 1643,604,Noodles Eggs Vegetables Nuts
Rice Combo 1644,243,Rice
Noodles Combo 1645,196,Noodles
Quinoa + Fish Combo 1646,527,Quinoa Fish
Pasta + Tofu Combo 1647,441,Pasta Tofu
Rice + Eggs Combo 1648,374,Rice Eggs
Noodles + Fish + Vegetables + with Cheese/Cream Combo 1649,637,Noodles Fish Vegetables Dairy
Quinoa Combo 1650,190,Quinoa
Quinoa + Eggs Combo 1651,418,Quinoa Eggs
Rice + Eggs + Leafy Greens Combo 1652,665,Rice Eggs Vegetables
Rice + Eggs Combo 1653,404,Rice Eggs
Pasta + Chicken/Meat + Vegetables + with Cheese/Cream Combo 1654,554,Pasta Chicken/Meat Vegetables Dairy
Wheat/Roti + Lentils Combo 1655,448,Wheat/Roti Lentils
Pasta + Fish + Vegetables Combo 1656,605,Pasta Fish Vegetables Sweets
Quinoa + Tofu + Mixed Salad Combo 1657,470,Quinoa Tofu Vegetables
Noodles + Tofu Combo 1658,403,Noodles Tofu
Quinoa + Tofu + Vegetables Combo 1659,577,Quinoa Tofu Vegetables
Rice Combo 1660,285,Rice
Wheat/Roti + Eggs Combo 1661,444,Wheat/Roti Eggs
Noodles Combo 1662,258,Noodles
Pasta + Chicken/Meat + Root Veggies Combo 1663,581,Pasta Chicken/Meat Vegetables
Noodles Combo 1664,279,Noodles
Rice + Chicken/Meat Combo 1665,324,Rice Chicken/Meat
Noodles + Fish Combo 1666,573,Noodles Fish
Noodles Combo 1667,235,Noodles
Quinoa + Fish + Vegetables Combo 1668,516,Quinoa Fish Vegetables
Wheat/Roti + Chicken/Meat + Leafy Greens Combo 1669,527,Wheat/Roti Chicken/Meat Vegetables
Noodles + Lentils + Leafy Greens Combo 1670,524,Noodles Lentils Vegetables Nuts
Wheat/Roti + Chicken/Meat + Leafy Greens Combo 1671,528,Wheat/Roti Chicken/Meat Vegetables Sweets
Wheat/Roti + Chicken/Meat + Vegetables Combo 1672,658,Wheat/Roti Chicken/Meat Vegetables Sweets
Pasta + Fish + Root Veggies Combo 1673,429,Pasta Fish Vegetables Nuts
Rice Combo 1674,216,Rice
Pasta Combo 1675,183,Pasta
Pasta + Lentils + Root Veggies Combo 1676,542,Pasta Lentils Vegetables
Wheat/Roti + Eggs + Vegetables Combo 1677,508,Wheat/Roti Eggs Vegetables Sweets
Wheat/Roti + Eggs + Leafy Greens + (Fried/Processed) Combo 1678,737,Wheat/Roti Eggs Vegetables Junk Food
Rice + Chicken/Meat + Mixed Salad Combo 1679,706,Rice Chicken/Meat Vegetables
Wheat/Roti Combo 1680,258,Wheat/Roti
Quinoa + Tofu Combo 1681,449,Quinoa Tofu
Pasta + Chicken/Meat + Vegetables Combo 1682,457,Pasta Chicken/Meat Vegetables
Wheat/Roti + Chicken/Meat + Mixed Salad Combo 1683,559,Wheat/Roti Chicken/Meat Vegetables
Pasta + Eggs + Vegetables Combo 1684,592,Pasta Eggs Vegetables
Pasta Combo 1685,280,Pasta
Wheat/Roti + Eggs + Vegetables Combo 1686,628,Wheat/Roti Eggs Vegetables
Pasta + Lentils Combo 1687,513,Pasta Lentils
Quinoa Combo 1688,291,Quinoa
Noodles + Eggs + Leafy Greens + (Fried/Processed) Combo 1689,992,Noodles Eggs Vegetables Junk Food
Quinoa + Chicken/Meat + Vegetables Combo 1690,429,Quinoa Chicken/Meat Vegetables Sweets
Noodles + Fish + Root Veggies Combo 1691,507,Noodles Fish Vegetables Sweets
Noodles + Eggs Combo 1692,299,Noodles Eggs
Quinoa Combo 1693,175,Quinoa
Wheat/Roti + Eggs + Leafy Greens Combo 1694,541,Wheat/Roti Eggs Vegetables Sweets
Pasta + Lentils + Leafy Greens + (Fried/Processed) Combo 1695,848,Pasta Lentils Vegetables Junk Food
Wheat/Roti + Tofu Combo 1696,497,Wheat/Roti Tofu
Wheat/Roti + Lentils Combo 1697,420,Wheat/Roti Lentils
Quinoa + Tofu Combo 1698,563,Quinoa Tofu
Pasta + Tofu + Vegetables Combo 1699,513,Pasta Tofu Vegetables
Rice + Chicken/Meat + Vegetables Combo 1700,462,Rice Chicken/Meat Vegetables Sweets
Wheat/Roti + Lentils + Root Veggies Combo 1701,574,Wheat/Roti Lentils Vegetables
Noodles + Lentils + Mixed Salad Combo 1702,537,Noodles Lentils Vegetables
Pasta + Fish Combo 1703,391,Pasta Fish
Wheat/Roti + Eggs + Mixed Salad Combo 1704,445,Wheat/Roti Eggs Vegetables
Noodles + Chicken/Meat + Vegetables Combo 1705,408,Noodles Chicken/Meat Vegetables Nuts
Quinoa Combo 1706,291,Quinoa
Pasta + Chicken/Meat Combo 1707,368,Pasta Chicken/Meat
Rice + Fish + Root Veggies + with Cheese/Cream Combo 1708,754,Rice Fish Vegetables Dairy
Pasta + Fish Combo 1709,490,Pasta Fish
Wheat/Roti + Chicken/Meat Combo 1710,505,Wheat/Roti Chicken/Meat
Pasta Combo 1711,280,Pasta
Noodles + Eggs + Vegetables Combo 1712,426,Noodles Eggs Vegetables
Wheat/Roti Combo 1713,154,Wheat/Roti
Quinoa + Chicken/Meat + Mixed Salad Combo 1714,535,Quinoa Chicken/Meat Vegetables
Pasta + Lentils Combo 1715,528,Pasta Lentils
Quinoa Combo 1716,251,Quinoa
Pasta Combo 1717,288,Pasta
Wheat/Roti + Chicken/Meat + Vegetables + with Cheese/Cream Combo 1718,529,Wheat/Roti Chicken/Meat Vegetables Dairy
Pasta + Fish + Root Veggies Combo 1719,374,Pasta Fish Vegetables
Noodles + Tofu Combo 1720,430,Noodles Tofu
Rice Combo 1721,254,Rice
Noodles + Tofu + Leafy Greens + with Cheese/Cream Combo 1722,620,Noodles Tofu Vegetables Dairy
Quinoa + Lentils + Root Veggies Combo 1723,635,Quinoa Lentils Vegetables
Quinoa Combo 1724,299,Quinoa
Rice + Lentils + Vegetables + (Fried/Processed) Combo 1725,821,Rice Lentils Vegetables Junk Food
Wheat/Roti + Tofu + Mixed Salad Combo 1726,530,Wheat/Roti Tofu Vegetables Sweets
Wheat/Roti + Lentils Combo 1727,479,Wheat/Roti Lentils
Noodles + Fish Combo 1728,326,Noodles Fish
Noodles Combo 1729,177,Noodles
Rice Combo 1730,265,Rice
Quinoa + Chicken/Meat Combo 1731,323,Quinoa Chicken/Meat
Noodles + Tofu + Root Veggies + with Cheese/Cream Combo 1732,779,Noodles Tofu Vegetables Dairy
Noodles + Chicken/Meat + Leafy Greens Combo 1733,602,Noodles Chicken/Meat Vegetables Sweets
Noodles Combo 1734,263,Noodles
Pasta + Tofu Combo 1735,338,Pasta Tofu
Pasta Combo 1736,227,Pasta
Noodles + Eggs Combo 1737,397,Noodles Eggs
Quinoa Combo 1738,252,Quinoa
Pasta + Fish + Root Veggies Combo 1739,405,Pasta Fish Vegetables
Rice + Eggs + Leafy Greens Combo 1740,657,Rice Eggs Vegetables
Noodles + Eggs + Vegetables Combo 1741,660,Noodles Eggs Vegetables
Wheat/Roti + Lentils + Mixed Salad Combo 1742,608,Wheat/Roti Lentils Vegetables Nuts
Pasta + Tofu Combo 1743,422,Pasta Tofu
Quinoa + Chicken/Meat Combo 1744,431,Quinoa Chicken/Meat
Pasta + Fish + Root Veggies Combo 1745,617,Pasta Fish Vegetables
Noodles + Fish + Root Veggies Combo 1746,537,Noodles Fish Vegetables Sweets
Pasta Combo 1747,173,Pasta
Noodles + Lentils Combo 1748,379,Noodles Lentils
Wheat/Roti + Chicken/Meat Combo 1749,325,Wheat/Roti Chicken/Meat
Wheat/Roti Combo 1750,212,Wheat/Roti
Noodles Combo 1751,218,Noodles
Rice Combo 1752,207,Rice
Rice + Chicken/Meat + Vegetables Combo 1753,654,Rice Chicken/Meat Vegetables Sweets
Quinoa + Tofu + Vegetables Combo 1754,467,Quinoa Tofu Vegetables Nuts
Pasta + Lentils Combo 1755,566,Pasta Lentils
Rice + Lentils Combo 1756,458,Rice Lentils
Noodles + Fish Combo 1757,466,Noodles Fish
Rice + Fish + Leafy Greens Combo 1758,500,Rice Fish Vegetables Sweets
Quinoa Combo 1759,235,Quinoa
Quinoa + Fish + Root Veggies Combo 1760,403,Quinoa Fish Vegetables
Quinoa + Chicken/Meat Combo 1761,407,Quinoa Chicken/Meat
Rice + Tofu + Leafy Greens Combo 1762,680,Rice Tofu Vegetables
Quinoa + Tofu + Vegetables Combo 1763,441,Quinoa Tofu Vegetables
Rice + Chicken/Meat Combo 1764,420,Rice Chicken/Meat
Noodles + Chicken/Meat Combo 1765,268,Noodles Chicken/Meat
Wheat/Roti + Lentils Combo 1766,395,Wheat/Roti Lentils
Rice Combo 1767,217,Rice
Quinoa + Eggs + Leafy Greens + with Cheese/Cream Combo 1768,730,Quinoa Eggs Vegetables Dairy
Pasta + Fish + Root Veggies Combo 1769,456,Pasta Fish Vegetables
Pasta Combo 1770,224,Pasta
Pasta + Lentils + Mixed Salad Combo 1771,439,Pasta Lentils Vegetables
Quinoa + Tofu + Root Veggies Combo 1772,742,Quinoa Tofu Vegetables
Rice + Tofu + Vegetables Combo 1773,439,Rice Tofu Vegetables Nuts
Wheat/Roti + Fish Combo 1774,523,Wheat/Roti Fish
Rice + Tofu + Root Veggies Combo 1775,619,Rice Tofu Vegetables Nuts
Noodles + Tofu Combo 1776,294,Noodles Tofu
Wheat/Roti + Eggs + Vegetables Combo 1777,419,Wheat/Roti Eggs Vegetables
Rice Combo 1778,206,Rice
Wheat/Roti + Lentils + Vegetables + (Fried/Processed) Combo 1779,779,Wheat/Roti Lentils Vegetables Junk Food
Wheat/Roti + Chicken/Meat + Mixed Salad Combo 1780,592,Wheat/Roti Chicken/Meat Vegetables
Pasta + Lentils + Vegetables + (Fried/Processed) Combo 1781,971,Pasta Lentils Vegetables Junk Food
Wheat/Roti Combo 1782,184,Wheat/Roti
Quinoa Combo 1783,275,Quinoa
Quinoa + Chicken/Meat Combo 1784,427,Quinoa Chicken/Meat
Rice Combo 1785,191,Rice
Quinoa + Eggs Combo 1786,317,Quinoa Eggs
Noodles + Tofu Combo 1787,285,Noodles Tofu
Quinoa + Chicken/Meat + Vegetables + (Fried/Processed) Combo 1788,845,Quinoa Chicken/Meat Vegetables Junk Food
Wheat/Roti Combo 1789,170,Wheat/Roti
Noodles Combo 1790,182,Noodles
Quinoa + Lentils + Leafy Greens Combo 1791,586,Quinoa Lentils Vegetables Sweets
Rice + Fish + Vegetables + with Cheese/Cream Combo 1792,685,Rice Fish Vegetables Dairy
Quinoa + Eggs Combo 1793,493,Quinoa Eggs
Pasta + Lentils + Mixed Salad Combo 1794,472,Pasta Lentils Vegetables
Rice Combo 1795,156,Rice
Pasta + Tofu + Vegetables Combo 1796,492,Pasta Tofu Vegetables
Rice + Chicken/Meat + Mixed Salad Combo 1797,439,Rice Chicken/Meat Vegetables
Noodles + Eggs + Vegetables + (Fried/Processed) Combo 1798,904,Noodles Eggs Vegetables Junk Food
Pasta + Tofu + Root Veggies + (Fried/Processed) Combo 1799,903,Pasta Tofu Vegetables Junk Food
Quinoa Combo 1800,288,Quinoa
Noodles + Lentils Combo 1801,593,Noodles Lentils
Noodles Combo 1802,222,Noodles
Pasta Combo 1803,265,Pasta
Noodles + Fish + Mixed Salad Combo 1804,609,Noodles Fish Vegetables
Rice Combo 1805,282,Rice
Noodles Combo 1806,269,Noodles
Rice Combo 1807,282,Rice
Rice + Fish + Leafy Greens Combo 1808,596,Rice Fish Vegetables
Noodles Combo 1809,199,Noodles
Rice + Tofu + Root Veggies + with Cheese/Cream Combo 1810,729,Rice Tofu Vegetables Dairy
Pasta + Fish Combo 1811,352,Pasta Fish
Rice Combo 1812,252,Rice
Noodles + Chicken/Meat + Vegetables Combo 1813,695,Noodles Chicken/Meat Vegetables
Rice Combo 1814,159,Rice
Quinoa Combo 1815,272,Quinoa
Pasta + Fish + Vegetables Combo 1816,516,Pasta Fish Vegetables Nuts
Quinoa + Eggs Combo 1817,528,Quinoa Eggs
Pasta + Chicken/Meat Combo 1818,275,Pasta Chicken/Meat
Noodles + Tofu Combo 1819,543,Noodles Tofu
Noodles + Tofu + Root Veggies Combo 1820,481,Noodles Tofu Vegetables Sweets
Pasta + Chicken/Meat Combo 1821,536,Pasta Chicken/Meat
Quinoa + Tofu + Leafy Greens Combo 1822,660,Quinoa Tofu Vegetables
Noodles + Chicken/Meat Combo 1823,407,Noodles Chicken/Meat
Quinoa Combo 1824,285,Quinoa
Pasta + Eggs + Leafy Greens Combo 1825,516,Pasta Eggs Vegetables
Pasta Combo 1826,202,Pasta
Rice + Fish Combo 1827,357,Rice Fish
Quinoa Combo 1828,251,Quinoa
Pasta + Lentils Combo 1829,362,Pasta Lentils
Quinoa + Lentils + Vegetables Combo 1830,633,Quinoa Lentils Vegetables
Rice + Lentils + Vegetables Combo 1831,538,Rice Lentils Vegetables Nuts
Noodles Combo 1832,290,Noodles
Quinoa + Fish + Leafy Greens Combo 1833,599,Quinoa Fish Vegetables Nuts
Wheat/Roti + Lentils + Mixed Salad + (Fried/Processed) Combo 1834,815,Wheat/Roti Lentils Vegetables Junk Food
Quinoa + Eggs Combo 1835,431,Quinoa Eggs
Noodles + Fish + Vegetables Combo 1836,539,Noodles Fish Vegetables Nuts
Quinoa + Lentils + Root Veggies Combo 1837,627,Quinoa Lentils Vegetables
Rice + Fish + Vegetables Combo 1838,469,Rice Fish Vegetables Nuts
Noodles + Chicken/Meat + Root Veggies + (Fried/Processed) Combo 1839,820,Noodles Chicken/Meat Vegetables Junk Food
Wheat/Roti + Tofu + Leafy Greens Combo 1840,585,Wheat/Roti Tofu Vegetables Sweets
Quinoa + Tofu + Mixed Salad Combo 1841,538,Quinoa Tofu Vegetables Sweets
Noodles + Eggs + Root Veggies + (Fried/Processed) Combo 1842,881,Noodles Eggs Vegetables Junk Food
Pasta + Fish + Vegetables + (Fried/Processed) Combo 1843,1052,Pasta Fish Vegetables Junk Food
Noodles Combo 1844,221,Noodles
Rice + Lentils + Vegetables Combo 1845,657,Rice Lentils Vegetables
Rice + Chicken/Meat + Vegetables + with Cheese/Cream Combo 1846,520,Rice Chicken/Meat Vegetables Dairy
Quinoa Combo 1847,226,Quinoa
Rice Combo 1848,181,Rice
Quinoa + Eggs + Leafy Greens Combo 1849,497,Quinoa Eggs Vegetables
Pasta + Chicken/Meat + Mixed Salad Combo 1850,610,Pasta Chicken/Meat Vegetables
Pasta + Chicken/Meat + Vegetables + (Fried/Processed) Combo 1851,780,Pasta Chicken/Meat Vegetables Junk Food
Rice + Lentils Combo 1852,436,Rice Lentils
Wheat/Roti + Eggs Combo 1853,485,Wheat/Roti Eggs
Quinoa + Chicken/Meat Combo 1854,364,Quinoa Chicken/Meat
Rice Combo 1855,199,Rice
Quinoa Combo 1856,154,Quinoa
Wheat/Roti + Chicken/Meat + Vegetables + with Cheese/Cream Combo 1857,643,Wheat/Roti Chicken/Meat Vegetables Dairy
Rice + Tofu + Vegetables + with Cheese/Cream Combo 1858,648,Rice Tofu Vegetables Dairy
Noodles + Eggs + Leafy Greens Combo 1859,590,Noodles Eggs Vegetables
Noodles Combo 1860,218,Noodles
Noodles + Lentils + Vegetables Combo 1861,652,Noodles Lentils Vegetables
Quinoa + Lentils Combo 1862,513,Quinoa Lentils
Wheat/Roti + Lentils Combo 1863,427,Wheat/Roti Lentils
Noodles + Chicken/Meat + Vegetables Combo 1864,391,Noodles Chicken/Meat Vegetables Sweets
Pasta + Lentils + Mixed Salad Combo 1865,571,Pasta Lentils Vegetables
Quinoa Combo 1866,180,Quinoa
Rice + Fish Combo 1867,345,Rice Fish
Wheat/Roti + Fish Combo 1868,453,Wheat/Roti Fish
Pasta + Chicken/Meat + Vegetables Combo 1869,521,Pasta Chicken/Meat Vegetables
Wheat/Roti + Tofu Combo 1870,581,Wheat/Roti Tofu
Wheat/Roti + Tofu Combo 1871,437,Wheat/Roti Tofu
Noodles Combo 1872,253,Noodles
Noodles + Fish Combo 1873,593,Noodles Fish
Pasta + Tofu + Root Veggies Combo 1874,637,Pasta Tofu Vegetables Sweets
Rice + Tofu + Leafy Greens + with Cheese/Cream Combo 1875,617,Rice Tofu Vegetables Dairy
Quinoa + Eggs + Leafy Greens Combo 1876,696,Quinoa Eggs Vegetables
Rice + Fish + Vegetables Combo 1877,683,Rice Fish Vegetables
Noodles + Fish Combo 1878,351,Noodles Fish
Wheat/Roti + Eggs + Root Veggies Combo 1879,517,Wheat/Roti Eggs Vegetables
Rice + Tofu + Root Veggies Combo 1880,655,Rice Tofu Vegetables Nuts
Noodles + Lentils + Root Veggies Combo 1881,490,Noodles Lentils Vegetables Sweets
Pasta + Fish + Root Veggies Combo 1882,488,Pasta Fish Vegetables
Rice + Tofu + Root Veggies Combo 1883,507,Rice Tofu Vegetables
Pasta + Fish Combo 1884,470,Pasta Fish
Pasta + Fish + Root Veggies Combo 1885,684,Pasta Fish Vegetables
Wheat/Roti + Tofu Combo 1886,502,Wheat/Roti Tofu
Noodles + Fish + Vegetables + (Fried/Processed) Combo 1887,757,Noodles Fish Vegetables Junk Food
Rice + Fish + Mixed Salad Combo 1888,567,Rice Fish Vegetables
Noodles + Chicken/Meat Combo 1889,519,Noodles Chicken/Meat
Quinoa + Tofu Combo 1890,336,Quinoa Tofu
Quinoa + Fish Combo 1891,363,Quinoa Fish
Rice Combo 1892,284,Rice
Pasta Combo 1893,267,Pasta
Rice Combo 1894,295,Rice
Rice Combo 1895,255,Rice
Wheat/Roti + Chicken/Meat + Vegetables + with Cheese/Cream Combo 1896,679,Wheat/Roti Chicken/Meat Vegetables Dairy
Pasta + Fish + Vegetables Combo 1897,547,Pasta Fish Vegetables Sweets
Pasta + Lentils + Leafy Greens + with Cheese/Cream Combo 1898,761,Pasta Lentils Vegetables Dairy
Rice + Eggs Combo 1899,326,Rice Eggs
Quinoa + Fish Combo 1900,387,Quinoa Fish
Rice + Tofu Combo 1901,385,Rice Tofu
Quinoa + Tofu + Vegetables Combo 1902,511,Quinoa Tofu Vegetables
Wheat/Roti Combo 1903,263,Wheat/Roti
Rice Combo 1904,249,Rice
Quinoa Combo 1905,204,Quinoa
Pasta + Chicken/Meat + Leafy Greens Combo 1906,632,Pasta Chicken/Meat Vegetables
Quinoa + Lentils + Root Veggies Combo 1907,714,Quinoa Lentils Vegetables Sweets
Rice + Lentils + Leafy Greens + (Fried/Processed) Combo 1908,957,Rice Lentils Vegetables Junk Food
Rice + Eggs + Vegetables Combo 1909,582,Rice Eggs Vegetables Nuts
Noodles + Fish Combo 1910,341,Noodles Fish
Rice Combo 1911,278,Rice
Rice + Tofu + Root Veggies Combo 1912,555,Rice Tofu Vegetables
Noodles + Lentils Combo 1913,383,Noodles Lentils
Noodles + Tofu + Mixed Salad + (Fried/Processed) Combo 1914,944,Noodles Tofu Vegetables Junk Food
Quinoa + Lentils Combo 1915,316,Quinoa Lentils
Rice + Chicken/Meat + Root Veggies Combo 1916,425,Rice Chicken/Meat Vegetables
Noodles + Chicken/Meat Combo 1917,330,Noodles Chicken/Meat
Rice Combo 1918,299,Rice
Pasta + Eggs + Leafy Greens Combo 1919,550,Pasta Eggs Vegetables
Wheat/Roti + Chicken/Meat + Vegetables Combo 1920,532,Wheat/Roti Chicken/Meat Vegetables
Wheat/Roti Combo 1921,266,Wheat/Roti
Quinoa + Tofu + Mixed Salad Combo 1922,418,Quinoa Tofu Vegetables
Rice + Eggs + Mixed Salad Combo 1923,624,Rice Eggs Vegetables
Noodles + Fish Combo 1924,311,Noodles Fish
Noodles Combo 1925,158,Noodles
Wheat/Roti + Eggs + Leafy Greens + with Cheese/Cream Combo 1926,659,Wheat/Roti Eggs Vegetables Dairy
Noodles + Tofu + Mixed Salad Combo 1927,392,Noodles Tofu Vegetables Nuts
Wheat/Roti + Lentils + Leafy Greens + with Cheese/Cream Combo 1928,659,Wheat/Roti Lentils Vegetables Dairy
Noodles + Chicken/Meat + Mixed Salad + with Cheese/Cream Combo 1929,578,Noodles Chicken/Meat Vegetables Dairy
Rice + Eggs Combo 1930,417,Rice Eggs
Rice + Tofu + Mixed Salad Combo 1931,514,Rice Tofu Vegetables
Pasta + Chicken/Meat + Root Veggies Combo 1932,444,Pasta Chicken/Meat Vegetables
Noodles + Fish + Root Veggies Combo 1933,544,Noodles Fish Vegetables Sweets
Wheat/Roti + Chicken/Meat Combo 1934,574,Wheat/Roti Chicken/Meat
Wheat/Roti + Tofu + Root Veggies Combo 1935,461,Wheat/Roti Tofu Vegetables Sweets
Pasta + Tofu Combo 1936,580,Pasta Tofu
Pasta + Fish Combo 1937,402,Pasta Fish
Quinoa Combo 1938,254,Quinoa
Quinoa + Lentils + Leafy Greens Combo 1939,649,Quinoa Lentils Vegetables Sweets
Quinoa + Eggs Combo 1940,491,Quinoa Eggs
Pasta + Lentils + Root Veggies Combo 1941,451,Pasta Lentils Vegetables Sweets
Rice Combo 1942,200,Rice
Noodles Combo 1943,221,Noodles
Rice + Tofu + Mixed Salad Combo 1944,564,Rice Tofu Vegetables
Pasta + Lentils + Root Veggies Combo 1945,668,Pasta Lentils Vegetables
Wheat/Roti + Lentils + Root Veggies Combo 1946,607,Wheat/Roti Lentils Vegetables Sweets
Wheat/Roti + Tofu + Mixed Salad + with Cheese/Cream Combo 1947,754,Wheat/Roti Tofu Vegetables Dairy
Quinoa + Tofu + Vegetables Combo 1948,534,Quinoa Tofu Vegetables
Wheat/Roti + Eggs + Root Veggies + (Fried/Processed) Combo 1949,1002,Wheat/Roti Eggs Vegetables Junk Food
Wheat/Roti + Eggs Combo 1950,496,Wheat/Roti Eggs
Pasta + Fish + Vegetables Combo 1951,684,Pasta Fish Vegetables Sweets
Rice Combo 1952,232,Rice
Quinoa + Fish Combo 1953,472,Quinoa Fish
Noodles + Fish + Root Veggies + with Cheese/Cream Combo 1954,640,Noodles Fish Vegetables Dairy
Pasta + Chicken/Meat + Vegetables Combo 1955,612,Pasta Chicken/Meat Vegetables
Pasta + Chicken/Meat + Root Veggies + with Cheese/Cream Combo 1956,622,Pasta Chicken/Meat Vegetables Dairy
Quinoa Combo 1957,200,Quinoa
Wheat/Roti Combo 1958,214,Wheat/Roti
Pasta + Tofu + Vegetables Combo 1959,527,Pasta Tofu Vegetables
Pasta + Tofu + Vegetables Combo 1960,511,Pasta Tofu Vegetables Nuts
Pasta + Tofu + Vegetables Combo 1961,509,Pasta Tofu Vegetables Sweets
Quinoa + Eggs + Mixed Salad Combo 1962,554,Quinoa Eggs Vegetables
Rice + Chicken/Meat Combo 1963,319,Rice Chicken/Meat
Quinoa + Fish + Root Veggies Combo 1964,636,Quinoa Fish Vegetables Sweets
Rice + Eggs Combo 1965,394,Rice Eggs
Wheat/Roti Combo 1966,263,Wheat/Roti
Wheat/Roti Combo 1967,261,Wheat/Roti
Rice Combo 1968,225,Rice
Rice + Fish + Vegetables Combo 1969,554,Rice Fish Vegetables Nuts
Pasta Combo 1970,275,Pasta
Wheat/Roti + Eggs + Root Veggies Combo 1971,500,Wheat/Roti Eggs Vegetables
Quinoa + Eggs + Mixed Salad + with Cheese/Cream Combo 1972,512,Quinoa Eggs Vegetables Dairy
Wheat/Roti Combo 1973,177,Wheat/Roti
Pasta + Eggs + Mixed Salad Combo 1974,447,Pasta Eggs Vegetables
Wheat/Roti + Tofu + Vegetables Combo 1975,628,Wheat/Roti Tofu Vegetables
Quinoa + Eggs + Vegetables Combo 1976,574,Quinoa Eggs Vegetables
Wheat/Roti + Tofu + Vegetables Combo 1977,546,Wheat/Roti Tofu Vegetables
Pasta Combo 1978,276,Pasta
Wheat/Roti + Lentils Combo 1979,616,Wheat/Roti Lentils
Rice + Eggs Combo 1980,599,Rice Eggs
Wheat/Roti + Lentils + Vegetables Combo 1981,482,Wheat/Roti Lentils Vegetables Sweets
Pasta Combo 1982,226,Pasta
Quinoa + Fish Combo 1983,507,Quinoa Fish
Noodles + Lentils + Leafy Greens Combo 1984,459,Noodles Lentils Vegetables Sweets
Quinoa Combo 1985,242,Quinoa
Quinoa + Tofu + Root Veggies Combo 1986,511,Quinoa Tofu Vegetables
Wheat/Roti + Chicken/Meat + Root Veggies Combo 1987,506,Wheat/Roti Chicken/Meat Vegetables
Noodles + Fish + Mixed Salad Combo 1988,548,Noodles Fish Vegetables
Wheat/Roti + Lentils + Leafy Greens Combo 1989,602,Wheat/Roti Lentils Vegetables Sweets
Quinoa + Eggs + Leafy Greens Combo 1990,585,Quinoa Eggs Vegetables
Rice + Tofu + Leafy Greens + (Fried/Processed) Combo 1991,841,Rice Tofu Vegetables Junk Food
Noodles + Chicken/Meat + Leafy Greens Combo 1992,748,Noodles Chicken/Meat Vegetables
Wheat/Roti + Lentils + Mixed Salad Combo 1993,631,Wheat/Roti Lentils Vegetables
Wheat/Roti + Eggs Combo 1994,632,Wheat/Roti Eggs
Noodles + Tofu + Mixed Salad Combo 1995,682,Noodles Tofu Vegetables
Pasta + Eggs + Root Veggies Combo 1996,515,Pasta Eggs Vegetables
Pasta + Tofu + Mixed Salad Combo 1997,562,Pasta Tofu Vegetables
Rice + Lentils + Mixed Salad Combo 1998,557,Rice Lentils Vegetables
